?concept	?predicat	?object
<https://spec.edmcouncil.org/fibo/BP/vocabulary#makesDecisionOn>	<http://www.w3.org/2000/01/rdf-schema#label>	"makes decision on"@en
<https://spec.edmcouncil.org/fibo/BP/vocabulary#makesDecisionOn>	<http://www.w3.org/2000/01/rdf-schema#isDefinedBy>	<https://spec.edmcouncil.org/fibo/ontology/BP/SecuritiesIssuance/MuniIssuance/makesDecisionOn>
<https://spec.edmcouncil.org/fibo/BP/vocabulary#makesDecisionOn>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<http://www.w3.org/2002/07/owl#ObjectProperty>
<https://spec.edmcouncil.org/fibo/SEC/vocabulary#hasMunicipalBondRefundTerms>	<http://www.w3.org/2004/02/skos/core#definition>	"has terms governing the refunding process of municipal securities"
<https://spec.edmcouncil.org/fibo/SEC/vocabulary#hasMunicipalBondRefundTerms>	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/SEC/AboutSEC/SECSpecification>
<https://spec.edmcouncil.org/fibo/SEC/vocabulary#hasMunicipalBondRefundTerms>	<http://www.w3.org/2000/01/rdf-schema#subPropertyOf>	<http://www.w3.org/2004/02/skos/core#related>
<https://spec.edmcouncil.org/fibo/SEC/vocabulary#hasMunicipalBondRefundTerms>	<http://www.w3.org/2000/01/rdf-schema#isDefinedBy>	<https://spec.edmcouncil.org/fibo/ontology/SEC/Debt/Bonds/BondsIssuerVariants/hasMunicipalBondRefundTerms>
<https://spec.edmcouncil.org/fibo/SEC/vocabulary#hasMunicipalBondRefundTerms>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<http://www.w3.org/2002/07/owl#ObjectProperty>
<https://spec.edmcouncil.org/fibo/DER/vocabulary#drawnFrom>	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/DER/AboutDER/DERSpecification>
<https://spec.edmcouncil.org/fibo/DER/vocabulary#drawnFrom>	<http://www.w3.org/2000/01/rdf-schema#subPropertyOf>	<http://www.w3.org/2004/02/skos/core#related>
<https://spec.edmcouncil.org/fibo/DER/vocabulary#drawnFrom>	<http://www.w3.org/2000/01/rdf-schema#isDefinedBy>	<https://spec.edmcouncil.org/fibo/ontology/DER/AssetDerivatives/AssetDerivatives/drawnFrom>
<https://spec.edmcouncil.org/fibo/DER/vocabulary#drawnFrom>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<http://www.w3.org/2002/07/owl#ObjectProperty>
<https://spec.edmcouncil.org/fibo/BE/vocabulary#someControllingInterestByCompany>	<http://www.w3.org/2004/02/skos/core#definition>	"Company having some degree of voting ownership in the company."
<https://spec.edmcouncil.org/fibo/BE/vocabulary#someControllingInterestByCompany>	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/BE/AboutBE/BESpecification>
<https://spec.edmcouncil.org/fibo/BE/vocabulary#someControllingInterestByCompany>	<http://www.w3.org/2000/01/rdf-schema#subPropertyOf>	<http://www.w3.org/2004/02/skos/core#related>
<https://spec.edmcouncil.org/fibo/BE/vocabulary#someControllingInterestByCompany>	<http://www.w3.org/2000/01/rdf-schema#isDefinedBy>	<https://spec.edmcouncil.org/fibo/ontology/BE/OwnershipAndControlExt/BERelations/someControllingInterestByCompany>
<https://spec.edmcouncil.org/fibo/BE/vocabulary#someControllingInterestByCompany>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<http://www.w3.org/2002/07/owl#ObjectProperty>
<https://spec.edmcouncil.org/fibo/BE/vocabulary#holdsPartnershipEquityIn>	<http://www.w3.org/2004/02/skos/core#definition>	"relates a partner to the equity that partner holds in the partnership"
<https://spec.edmcouncil.org/fibo/BE/vocabulary#holdsPartnershipEquityIn>	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/BE/AboutBE/BESpecification>
<https://spec.edmcouncil.org/fibo/BE/vocabulary#holdsPartnershipEquityIn>	<http://www.w3.org/2000/01/rdf-schema#subPropertyOf>	<http://www.w3.org/2004/02/skos/core#related>
<https://spec.edmcouncil.org/fibo/BE/vocabulary#holdsPartnershipEquityIn>	<http://www.w3.org/2000/01/rdf-schema#isDefinedBy>	<https://spec.edmcouncil.org/fibo/ontology/BE/Partnerships/Partnerships/holdsPartnershipEquityIn>
<https://spec.edmcouncil.org/fibo/BE/vocabulary#holdsPartnershipEquityIn>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<http://www.w3.org/2002/07/owl#ObjectProperty>
<https://spec.edmcouncil.org/fibo/LOAN/vocabulary#hasSeniorAppraiser>	<http://www.w3.org/2004/02/skos/core#definition>	"relates e.g. an appraisal to the appraiser with seniority or supervisory responsibilities"
<https://spec.edmcouncil.org/fibo/LOAN/vocabulary#hasSeniorAppraiser>	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/LOAN/AboutLOAN/LOANSpecification>
<https://spec.edmcouncil.org/fibo/LOAN/vocabulary#hasSeniorAppraiser>	<http://www.w3.org/2000/01/rdf-schema#subPropertyOf>	<http://www.w3.org/2004/02/skos/core#related>
<https://spec.edmcouncil.org/fibo/LOAN/vocabulary#hasSeniorAppraiser>	<http://www.w3.org/2000/01/rdf-schema#label>	"has senior appraiser"
<https://spec.edmcouncil.org/fibo/LOAN/vocabulary#hasSeniorAppraiser>	<http://www.w3.org/2000/01/rdf-schema#isDefinedBy>	<https://spec.edmcouncil.org/fibo/ontology/LOAN/LoanContracts/LoanCore/hasSeniorAppraiser>
<https://spec.edmcouncil.org/fibo/LOAN/vocabulary#hasSeniorAppraiser>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<http://www.w3.org/2002/07/owl#ObjectProperty>
<https://spec.edmcouncil.org/fibo/SEC/vocabulary#providesCreditSupportTo>	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/SEC/AboutSEC/SECSpecification>
<https://spec.edmcouncil.org/fibo/SEC/vocabulary#providesCreditSupportTo>	<http://www.w3.org/2000/01/rdf-schema#subPropertyOf>	<http://www.w3.org/2004/02/skos/core#related>
<https://spec.edmcouncil.org/fibo/SEC/vocabulary#providesCreditSupportTo>	<http://www.w3.org/2000/01/rdf-schema#label>	"provides credit support to"@en
<https://spec.edmcouncil.org/fibo/SEC/vocabulary#providesCreditSupportTo>	<http://www.w3.org/2000/01/rdf-schema#isDefinedBy>	<https://spec.edmcouncil.org/fibo/ontology/SEC/Debt/AssetBacked/MortgageBackedSecurities/providesCreditSupportTo>
<https://spec.edmcouncil.org/fibo/SEC/vocabulary#providesCreditSupportTo>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<http://www.w3.org/2002/07/owl#ObjectProperty>
<https://spec.edmcouncil.org/fibo/BP/vocabulary#reportingAccountant>	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/BP/AboutBP/BPSpecification>
<https://spec.edmcouncil.org/fibo/BP/vocabulary#reportingAccountant>	<http://www.w3.org/2000/01/rdf-schema#subPropertyOf>	<http://www.w3.org/2004/02/skos/core#related>
<https://spec.edmcouncil.org/fibo/BP/vocabulary#reportingAccountant>	<http://www.w3.org/2000/01/rdf-schema#label>	"reporting accountant"@en
<https://spec.edmcouncil.org/fibo/BP/vocabulary#reportingAccountant>	<http://www.w3.org/2000/01/rdf-schema#isDefinedBy>	<https://spec.edmcouncil.org/fibo/ontology/BP/SecuritiesIssuance/EquitiesIPOIssuance/reportingAccountant>
<https://spec.edmcouncil.org/fibo/BP/vocabulary#reportingAccountant>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<http://www.w3.org/2002/07/owl#ObjectProperty>
<https://spec.edmcouncil.org/fibo/MD/vocabulary#hasAnalyticsDetails>	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/MD/AboutMD/MDSpecification>
<https://spec.edmcouncil.org/fibo/MD/vocabulary#hasAnalyticsDetails>	<http://www.w3.org/2000/01/rdf-schema#subPropertyOf>	<http://www.w3.org/2004/02/skos/core#related>
<https://spec.edmcouncil.org/fibo/MD/vocabulary#hasAnalyticsDetails>	<http://www.w3.org/2000/01/rdf-schema#isDefinedBy>	<https://spec.edmcouncil.org/fibo/ontology/MD/TemporalCore/InstrumentTemporalTerms/hasAnalyticsDetails>
<https://spec.edmcouncil.org/fibo/MD/vocabulary#hasAnalyticsDetails>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<http://www.w3.org/2002/07/owl#ObjectProperty>
<https://spec.edmcouncil.org/fibo/BE/vocabulary#hasObjective>	<https://spec.edmcouncil.org/fibo/ontology/FND/Utilities/AnnotationVocabulary/adaptedFrom>	"http://www.businessdictionary.com/definition/objective.html"
<https://spec.edmcouncil.org/fibo/BE/vocabulary#hasObjective>	<http://www.w3.org/2004/02/skos/core#definition>	"relates an agent to a specific objective (result) that the agent aims to achieve within a time frame and with available resources"
<https://spec.edmcouncil.org/fibo/BE/vocabulary#hasObjective>	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/BE/AboutBE/BESpecification>
<https://spec.edmcouncil.org/fibo/BE/vocabulary#hasObjective>	<http://www.w3.org/2000/01/rdf-schema#subPropertyOf>	<http://www.w3.org/2004/02/skos/core#related>
<https://spec.edmcouncil.org/fibo/BE/vocabulary#hasObjective>	<http://www.w3.org/2000/01/rdf-schema#label>	"has objective"
<https://spec.edmcouncil.org/fibo/BE/vocabulary#hasObjective>	<http://www.w3.org/2000/01/rdf-schema#isDefinedBy>	<https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/LegalPersons/hasObjective>
<https://spec.edmcouncil.org/fibo/BE/vocabulary#hasObjective>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<http://www.w3.org/2002/07/owl#ObjectProperty>
<https://spec.edmcouncil.org/fibo/BP/vocabulary#finalizes.1>	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/BP/AboutBP/BPSpecification>
<https://spec.edmcouncil.org/fibo/BP/vocabulary#finalizes.1>	<http://www.w3.org/2000/01/rdf-schema#subPropertyOf>	<http://www.w3.org/2004/02/skos/core#related>
<https://spec.edmcouncil.org/fibo/BP/vocabulary#finalizes.1>	<http://www.w3.org/2000/01/rdf-schema#label>	"finalizes"@en
<https://spec.edmcouncil.org/fibo/BP/vocabulary#finalizes.1>	<http://www.w3.org/2000/01/rdf-schema#isDefinedBy>	<https://spec.edmcouncil.org/fibo/ontology/BP/SecuritiesIssuance/PrivateLabelMBSIssuance/finalizes.1>
<https://spec.edmcouncil.org/fibo/BP/vocabulary#finalizes.1>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<http://www.w3.org/2002/07/owl#ObjectProperty>
<https://spec.edmcouncil.org/fibo/BE/vocabulary#hasEquity>	<http://www.w3.org/2004/02/skos/core#definition>	"the formally constituted organization has some form of stockholders equity"
<https://spec.edmcouncil.org/fibo/BE/vocabulary#hasEquity>	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/BE/AboutBE/BESpecification>
<https://spec.edmcouncil.org/fibo/BE/vocabulary#hasEquity>	<http://www.w3.org/2000/01/rdf-schema#subPropertyOf>	<http://www.w3.org/2004/02/skos/core#related>
<https://spec.edmcouncil.org/fibo/BE/vocabulary#hasEquity>	<http://www.w3.org/2000/01/rdf-schema#label>	"has equity"
<https://spec.edmcouncil.org/fibo/BE/vocabulary#hasEquity>	<http://www.w3.org/2000/01/rdf-schema#isDefinedBy>	<https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/FormalBusinessOrganizations/hasEquity>
<https://spec.edmcouncil.org/fibo/BE/vocabulary#hasEquity>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<http://www.w3.org/2002/07/owl#ObjectProperty>
<https://spec.edmcouncil.org/fibo/LOAN/vocabulary#usesFactor>	<https://spec.edmcouncil.org/fibo/ontology/FND/Utilities/AnnotationVocabulary/explanatoryNote>	"There is intentionally no range for this property, so as not to limit what can be used as a factore. Often it will be a measure such as borrower monthly income. Thus, having a class called Factor seems unhelpful."
<https://spec.edmcouncil.org/fibo/LOAN/vocabulary#usesFactor>	<http://www.w3.org/2004/02/skos/core#definition>	"relates e.g. a risk assessment to something used as a factor to make the assessment."
<https://spec.edmcouncil.org/fibo/LOAN/vocabulary#usesFactor>	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/LOAN/AboutLOAN/LOANSpecification>
<https://spec.edmcouncil.org/fibo/LOAN/vocabulary#usesFactor>	<http://www.w3.org/2000/01/rdf-schema#subPropertyOf>	<http://www.w3.org/2004/02/skos/core#related>
<https://spec.edmcouncil.org/fibo/LOAN/vocabulary#usesFactor>	<http://www.w3.org/2000/01/rdf-schema#label>	"uses factor"@en
<https://spec.edmcouncil.org/fibo/LOAN/vocabulary#usesFactor>	<http://www.w3.org/2000/01/rdf-schema#isDefinedBy>	<https://spec.edmcouncil.org/fibo/ontology/LOAN/LoanContracts/LoanCore/usesFactor>
<https://spec.edmcouncil.org/fibo/LOAN/vocabulary#usesFactor>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<http://www.w3.org/2002/07/owl#ObjectProperty>
<https://spec.edmcouncil.org/fibo/LOAN/vocabulary#incomeVerificationMethod>	<http://www.w3.org/2004/02/skos/core#definition>	"REVIEW Is there something like this for corporates? Credit Review Check would apply to corporates as well as persons. This is not so miuch income but their credit record. There could be both."
<https://spec.edmcouncil.org/fibo/LOAN/vocabulary#incomeVerificationMethod>	<http://www.w3.org/2004/02/skos/core#definition>	"Income verification method for borrowers income."
<https://spec.edmcouncil.org/fibo/LOAN/vocabulary#incomeVerificationMethod>	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/LOAN/AboutLOAN/LOANSpecification>
<https://spec.edmcouncil.org/fibo/LOAN/vocabulary#incomeVerificationMethod>	<http://www.w3.org/2000/01/rdf-schema#subPropertyOf>	<http://www.w3.org/2004/02/skos/core#related>
<https://spec.edmcouncil.org/fibo/LOAN/vocabulary#incomeVerificationMethod>	<http://www.w3.org/2000/01/rdf-schema#isDefinedBy>	<https://spec.edmcouncil.org/fibo/ontology/LOAN/LoansTemporal/LoanBorrowersTemporal/incomeVerificationMethod>
<https://spec.edmcouncil.org/fibo/LOAN/vocabulary#incomeVerificationMethod>	<http://www.w3.org/2000/01/rdf-schema#isDefinedBy>	<https://spec.edmcouncil.org/fibo/ontology/LOAN/LoansTemporal/LoanApplicationsTemporal/incomeVerificationMethod>
<https://spec.edmcouncil.org/fibo/LOAN/vocabulary#incomeVerificationMethod>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<http://www.w3.org/2002/07/owl#ObjectProperty>
<https://spec.edmcouncil.org/fibo/CIV/vocabulary#issuePrice>	<http://www.w3.org/2004/02/skos/core#definition>	"The price at which the Fund Unit was first issued."
<https://spec.edmcouncil.org/fibo/CIV/vocabulary#issuePrice>	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/CIV/AboutCIV/CIVSpecification>
<https://spec.edmcouncil.org/fibo/CIV/vocabulary#issuePrice>	<http://www.w3.org/2000/01/rdf-schema#subPropertyOf>	<http://www.w3.org/2004/02/skos/core#related>
<https://spec.edmcouncil.org/fibo/CIV/vocabulary#issuePrice>	<http://www.w3.org/2000/01/rdf-schema#isDefinedBy>	<https://spec.edmcouncil.org/fibo/ontology/CIV/Funds/CIV/issuePrice>
<https://spec.edmcouncil.org/fibo/CIV/vocabulary#issuePrice>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<http://www.w3.org/2002/07/owl#ObjectProperty>
<https://spec.edmcouncil.org/fibo/CIV/vocabulary#hasPortfolio>	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/CIV/AboutCIV/CIVSpecification>
<https://spec.edmcouncil.org/fibo/CIV/vocabulary#hasPortfolio>	<http://www.w3.org/2000/01/rdf-schema#subPropertyOf>	<http://www.w3.org/2004/02/skos/core#related>
<https://spec.edmcouncil.org/fibo/CIV/vocabulary#hasPortfolio>	<http://www.w3.org/2000/01/rdf-schema#isDefinedBy>	<https://spec.edmcouncil.org/fibo/ontology/CIV/Funds/CIV/hasPortfolio>
<https://spec.edmcouncil.org/fibo/CIV/vocabulary#hasPortfolio>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<http://www.w3.org/2002/07/owl#ObjectProperty>
<https://spec.edmcouncil.org/fibo/SEC/vocabulary#isRateOf>	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/SEC/AboutSEC/SECSpecification>
<https://spec.edmcouncil.org/fibo/SEC/vocabulary#isRateOf>	<http://www.w3.org/2000/01/rdf-schema#subPropertyOf>	<http://www.w3.org/2004/02/skos/core#related>
<https://spec.edmcouncil.org/fibo/SEC/vocabulary#isRateOf>	<http://www.w3.org/2000/01/rdf-schema#label>	"is rate of"@en
<https://spec.edmcouncil.org/fibo/SEC/vocabulary#isRateOf>	<http://www.w3.org/2000/01/rdf-schema#isDefinedBy>	<https://spec.edmcouncil.org/fibo/ontology/SEC/Debt/AssetBacked/MortgageBackedSecurities/isRateOf>
<https://spec.edmcouncil.org/fibo/SEC/vocabulary#isRateOf>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<http://www.w3.org/2002/07/owl#ObjectProperty>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#hasBorderWith>	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/FND/AboutFND/FNDSpecification>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#hasBorderWith>	<http://www.w3.org/2000/01/rdf-schema#subPropertyOf>	<http://www.w3.org/2004/02/skos/core#related>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#hasBorderWith>	<http://www.w3.org/2000/01/rdf-schema#isDefinedBy>	<https://spec.edmcouncil.org/fibo/ontology/FND/PlacesExt/Geopolitical/hasBorderWith>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#hasBorderWith>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<http://www.w3.org/2002/07/owl#ObjectProperty>
<https://spec.edmcouncil.org/fibo/BE/vocabulary#entityControllingPartyIdentity>	<http://www.w3.org/2004/02/skos/core#definition>	"That which is able to be the Entity Controlling Party. Scope Note: It is assumed that since control follows from some form of ownership or contractual instrument, that the range of entities which may fulfil this party role is the same as that for entity ownership, namely \"Involved Party\"; that is, a logical union of natural persons, legal persons and formal organizations."
<https://spec.edmcouncil.org/fibo/BE/vocabulary#entityControllingPartyIdentity>	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/BE/AboutBE/BESpecification>
<https://spec.edmcouncil.org/fibo/BE/vocabulary#entityControllingPartyIdentity>	<http://www.w3.org/2000/01/rdf-schema#subPropertyOf>	<http://www.w3.org/2004/02/skos/core#related>
<https://spec.edmcouncil.org/fibo/BE/vocabulary#entityControllingPartyIdentity>	<http://www.w3.org/2000/01/rdf-schema#isDefinedBy>	<https://spec.edmcouncil.org/fibo/ontology/BE/OwnershipAndControlExt/ControlPartiesExtras/entityControllingPartyIdentity>
<https://spec.edmcouncil.org/fibo/BE/vocabulary#entityControllingPartyIdentity>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<http://www.w3.org/2002/07/owl#ObjectProperty>
<https://spec.edmcouncil.org/fibo/BP/vocabulary#includesStep>	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/BP/AboutBP/BPSpecification>
<https://spec.edmcouncil.org/fibo/BP/vocabulary#includesStep>	<http://www.w3.org/2000/01/rdf-schema#subPropertyOf>	<http://www.w3.org/2004/02/skos/core#related>
<https://spec.edmcouncil.org/fibo/BP/vocabulary#includesStep>	<http://www.w3.org/2000/01/rdf-schema#label>	"includes step"@en
<https://spec.edmcouncil.org/fibo/BP/vocabulary#includesStep>	<http://www.w3.org/2000/01/rdf-schema#isDefinedBy>	<https://spec.edmcouncil.org/fibo/ontology/BP/SecuritiesIssuance/MuniIssuance/includesStep>
<https://spec.edmcouncil.org/fibo/BP/vocabulary#includesStep>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<http://www.w3.org/2002/07/owl#ObjectProperty>
<https://spec.edmcouncil.org/fibo/BP/vocabulary#maximumLoanBalance>	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/BP/AboutBP/BPSpecification>
<https://spec.edmcouncil.org/fibo/BP/vocabulary#maximumLoanBalance>	<http://www.w3.org/2000/01/rdf-schema#subPropertyOf>	<http://www.w3.org/2004/02/skos/core#related>
<https://spec.edmcouncil.org/fibo/BP/vocabulary#maximumLoanBalance>	<http://www.w3.org/2000/01/rdf-schema#isDefinedBy>	<https://spec.edmcouncil.org/fibo/ontology/BP/SecuritiesIssuance/AgencyMBSIssuance/maximumLoanBalance>
<https://spec.edmcouncil.org/fibo/BP/vocabulary#maximumLoanBalance>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<http://www.w3.org/2002/07/owl#ObjectProperty>
