?concept	?predicat	?object
<https://spec.edmcouncil.org/fibo/FND/vocabulary#takesForm>	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/FND/AboutFND/FNDSpecification>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#takesForm>	<http://www.w3.org/2000/01/rdf-schema#subPropertyOf>	<http://www.w3.org/2004/02/skos/core#related>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#takesForm>	<http://www.w3.org/2000/01/rdf-schema#label>	"takes form"
<https://spec.edmcouncil.org/fibo/FND/vocabulary#takesForm>	<http://www.w3.org/2000/01/rdf-schema#isDefinedBy>	<https://spec.edmcouncil.org/fibo/ontology/FND/Accounting/AccountingEquity/takesForm>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#takesForm>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<http://www.w3.org/2002/07/owl#ObjectProperty>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#hasAsOfDate>	<https://spec.edmcouncil.org/fibo/ontology/FND/Utilities/AnnotationVocabulary/explanatoryNote>	"It is different from the creation date and need not be the last date of the DatePeriod covered."
<https://spec.edmcouncil.org/fibo/FND/vocabulary#hasAsOfDate>	<http://www.w3.org/2004/02/skos/core#definition>	"relates something to the date on which it is accurate or valid (e.g. a credit report has an asOfDate that means the date when the information was drawn)"
<https://spec.edmcouncil.org/fibo/FND/vocabulary#hasAsOfDate>	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/FND/AboutFND/FNDSpecification>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#hasAsOfDate>	<http://www.w3.org/2000/01/rdf-schema#subPropertyOf>	<http://www.w3.org/2004/02/skos/core#related>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#hasAsOfDate>	<http://www.w3.org/2000/01/rdf-schema#isDefinedBy>	<https://spec.edmcouncil.org/fibo/ontology/FND/DatesAndTimes/FinancialDates/hasAsOfDate>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#hasAsOfDate>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<http://www.w3.org/2002/07/owl#ObjectProperty>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#isPartOf>	<https://spec.edmcouncil.org/fibo/ontology/FND/Utilities/AnnotationVocabulary/explanatoryNote>	"This property represents what is also known in the literature of 'proper parthood',that is the recursive (transitive) relationship whereby things have parts which have parts and so on. This is distinct from a separate meaning of 'has part' which would refer to an item playing the named role of a part such as a nearside front wheel. for the avoidance of doubt, this is not that relationship, and this property applies betwen independent things and other independent things which may make up their parts."
<https://spec.edmcouncil.org/fibo/FND/vocabulary#isPartOf>	<https://spec.edmcouncil.org/fibo/ontology/FND/Utilities/AnnotationVocabulary/adaptedFrom>	"Stanford Encyclopedia of Philosophy at http://plato.stanford.edu/entries/mereology/"
<https://spec.edmcouncil.org/fibo/FND/vocabulary#isPartOf>	<http://www.w3.org/2004/02/skos/core#definition>	"relates something to a thing that it is some component or portion of, regardless of how that whole-part relationship is manifested, i.e., attached to the remainder or detached; cognitively salient or arbitrarily demarcated; self-connected or disconnected; homogeneous or gerrymandered; material or immaterial; extended or unextended; spatial or temporal; the most generic part relation, reflexive, asymmetric, and transitive"
<https://spec.edmcouncil.org/fibo/FND/vocabulary#isPartOf>	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/FND/AboutFND/FNDSpecification>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#isPartOf>	<http://www.w3.org/2000/01/rdf-schema#subPropertyOf>	<http://www.w3.org/2004/02/skos/core#related>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#isPartOf>	<http://www.w3.org/2000/01/rdf-schema#label>	"is a part of"
<https://spec.edmcouncil.org/fibo/FND/vocabulary#isPartOf>	<http://www.w3.org/2000/01/rdf-schema#isDefinedBy>	<https://spec.edmcouncil.org/fibo/ontology/FND/Relations/Relations/isPartOf>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#isPartOf>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<http://www.w3.org/2002/07/owl#ObjectProperty>
<https://spec.edmcouncil.org/fibo/FBC/vocabulary#isOfferingOf>	<http://www.w3.org/2004/02/skos/core#definition>	"relates an offering to one or things that are the subject of the offer"
<https://spec.edmcouncil.org/fibo/FBC/vocabulary#isOfferingOf>	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/FBC/AboutFBC/FBCSpecification>
<https://spec.edmcouncil.org/fibo/FBC/vocabulary#isOfferingOf>	<http://www.w3.org/2000/01/rdf-schema#subPropertyOf>	<http://www.w3.org/2004/02/skos/core#related>
<https://spec.edmcouncil.org/fibo/FBC/vocabulary#isOfferingOf>	<http://www.w3.org/2000/01/rdf-schema#isDefinedBy>	<https://spec.edmcouncil.org/fibo/ontology/FBC/ProductsAndServices/FinancialProductsAndServices/isOfferingOf>
<https://spec.edmcouncil.org/fibo/FBC/vocabulary#isOfferingOf>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<http://www.w3.org/2002/07/owl#ObjectProperty>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#isSituatedAt>	<http://www.w3.org/2004/02/skos/core#definition>	"indicates that something has been positioned, located or placed at some site, or in some setting, situation, or context"
<https://spec.edmcouncil.org/fibo/FND/vocabulary#isSituatedAt>	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/FND/AboutFND/FNDSpecification>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#isSituatedAt>	<http://www.w3.org/2000/01/rdf-schema#subPropertyOf>	<http://www.w3.org/2004/02/skos/core#related>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#isSituatedAt>	<http://www.w3.org/2000/01/rdf-schema#label>	"is situated at"
<https://spec.edmcouncil.org/fibo/FND/vocabulary#isSituatedAt>	<http://www.w3.org/2000/01/rdf-schema#isDefinedBy>	<https://spec.edmcouncil.org/fibo/ontology/FND/Places/Facilities/isSituatedAt>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#isSituatedAt>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<http://www.w3.org/2002/07/owl#ObjectProperty>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#isCapacityOf>	<http://www.w3.org/2004/02/skos/core#scopeNote>	"This includes capacities specific to duties at law (such as those for corporate officers) as well as the ability or capacity to incur liability."
<https://spec.edmcouncil.org/fibo/FND/vocabulary#isCapacityOf>	<http://www.w3.org/2004/02/skos/core#definition>	"identifies an individual or organization on which a given legal capacity has been conferred"
<https://spec.edmcouncil.org/fibo/FND/vocabulary#isCapacityOf>	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/FND/AboutFND/FNDSpecification>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#isCapacityOf>	<http://www.w3.org/2000/01/rdf-schema#subPropertyOf>	<http://www.w3.org/2004/02/skos/core#related>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#isCapacityOf>	<http://www.w3.org/2000/01/rdf-schema#isDefinedBy>	<https://spec.edmcouncil.org/fibo/ontology/FND/Law/LegalCapacity/isCapacityOf>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#isCapacityOf>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<http://www.w3.org/2002/07/owl#ObjectProperty>
<https://spec.edmcouncil.org/fibo/SEC/vocabulary#underwrites>	<https://spec.edmcouncil.org/fibo/ontology/FND/Utilities/AnnotationVocabulary/explanatoryNote>	"Underwriting is the process by which investment bankers raise investment capital from investors on behalf of corporations and governments that are issuing either equity or debt securities."
<https://spec.edmcouncil.org/fibo/SEC/vocabulary#underwrites>	<https://spec.edmcouncil.org/fibo/ontology/FND/Utilities/AnnotationVocabulary/adaptedFrom>	"http://www.investopedia.com/terms/u/underwriting.asp"
<https://spec.edmcouncil.org/fibo/SEC/vocabulary#underwrites>	<http://www.w3.org/2004/02/skos/core#definition>	"identifies one or more underwriters involved in raising capital for or distributing the instruments that are the subject of the offering"
<https://spec.edmcouncil.org/fibo/SEC/vocabulary#underwrites>	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/SEC/AboutSEC/SECSpecification>
<https://spec.edmcouncil.org/fibo/SEC/vocabulary#underwrites>	<http://www.w3.org/2000/01/rdf-schema#subPropertyOf>	<http://www.w3.org/2004/02/skos/core#related>
<https://spec.edmcouncil.org/fibo/SEC/vocabulary#underwrites>	<http://www.w3.org/2000/01/rdf-schema#isDefinedBy>	<https://spec.edmcouncil.org/fibo/ontology/SEC/Securities/SecuritiesIssuance/underwrites>
<https://spec.edmcouncil.org/fibo/SEC/vocabulary#underwrites>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<http://www.w3.org/2002/07/owl#ObjectProperty>
<https://spec.edmcouncil.org/fibo/SEC/vocabulary#hasRepaymentTerms>	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/SEC/AboutSEC/SECSpecification>
<https://spec.edmcouncil.org/fibo/SEC/vocabulary#hasRepaymentTerms>	<http://www.w3.org/2000/01/rdf-schema#subPropertyOf>	<http://www.w3.org/2004/02/skos/core#related>
<https://spec.edmcouncil.org/fibo/SEC/vocabulary#hasRepaymentTerms>	<http://www.w3.org/2000/01/rdf-schema#label>	"has repayment terms"
<https://spec.edmcouncil.org/fibo/SEC/vocabulary#hasRepaymentTerms>	<http://www.w3.org/2000/01/rdf-schema#isDefinedBy>	<https://spec.edmcouncil.org/fibo/ontology/SEC/Debt/DebtInstruments/hasRepaymentTerms>
<https://spec.edmcouncil.org/fibo/SEC/vocabulary#hasRepaymentTerms>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<http://www.w3.org/2002/07/owl#ObjectProperty>
<https://spec.edmcouncil.org/fibo/IND/vocabulary#hasReferencePeriod>	<http://www.w3.org/2004/02/skos/core#definition>	"specifies a reference (baseline) recurrence interval for which a given economic indicator applies"
<https://spec.edmcouncil.org/fibo/IND/vocabulary#hasReferencePeriod>	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/IND/AboutIND/INDSpecification>
<https://spec.edmcouncil.org/fibo/IND/vocabulary#hasReferencePeriod>	<http://www.w3.org/2000/01/rdf-schema#subPropertyOf>	<http://www.w3.org/2004/02/skos/core#related>
<https://spec.edmcouncil.org/fibo/IND/vocabulary#hasReferencePeriod>	<http://www.w3.org/2000/01/rdf-schema#label>	"has reference period"
<https://spec.edmcouncil.org/fibo/IND/vocabulary#hasReferencePeriod>	<http://www.w3.org/2000/01/rdf-schema#isDefinedBy>	<https://spec.edmcouncil.org/fibo/ontology/IND/EconomicIndicators/EconomicIndicators/hasReferencePeriod>
<https://spec.edmcouncil.org/fibo/IND/vocabulary#hasReferencePeriod>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<http://www.w3.org/2002/07/owl#ObjectProperty>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#hasParty>	<http://www.w3.org/2004/02/skos/core#definition>	"identifies an independent party associated with an agreement, contract, policy, regulation, or other business arrangement"
<https://spec.edmcouncil.org/fibo/FND/vocabulary#hasParty>	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/FND/AboutFND/FNDSpecification>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#hasParty>	<http://www.w3.org/2000/01/rdf-schema#subPropertyOf>	<http://www.w3.org/2004/02/skos/core#related>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#hasParty>	<http://www.w3.org/2000/01/rdf-schema#isDefinedBy>	<http://www.omg.org/spec/EDMC-FIBO/FND/Parties/Parties/hasParty>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#hasParty>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<http://www.w3.org/2002/07/owl#ObjectProperty>
<https://spec.edmcouncil.org/fibo/SEC/vocabulary#hasFirstTradeSettlementDate>	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/SEC/AboutSEC/SECSpecification>
<https://spec.edmcouncil.org/fibo/SEC/vocabulary#hasFirstTradeSettlementDate>	<http://www.w3.org/2000/01/rdf-schema#subPropertyOf>	<http://www.w3.org/2004/02/skos/core#related>
<https://spec.edmcouncil.org/fibo/SEC/vocabulary#hasFirstTradeSettlementDate>	<http://www.w3.org/2000/01/rdf-schema#isDefinedBy>	<https://spec.edmcouncil.org/fibo/ontology/SEC/Securities/SecuritiesIssuance/hasFirstTradeSettlementDate>
<https://spec.edmcouncil.org/fibo/SEC/vocabulary#hasFirstTradeSettlementDate>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<http://www.w3.org/2002/07/owl#ObjectProperty>
<https://spec.edmcouncil.org/fibo/BE/vocabulary#hasIssuedCapital>	<https://spec.edmcouncil.org/fibo/ontology/FND/Utilities/AnnotationVocabulary/definitionOrigin>	"http://www.businessdictionary.com/definition/issued-share-capital.html"
<https://spec.edmcouncil.org/fibo/BE/vocabulary#hasIssuedCapital>	<http://www.w3.org/2004/02/skos/core#definition>	"The total of a corporation's shares that are held by shareholders. A corporation can, at any time, issue new shares up to the full amount of authorized share capital."
<https://spec.edmcouncil.org/fibo/BE/vocabulary#hasIssuedCapital>	<http://www.w3.org/2004/02/skos/core#altLabel>	"has subscribed capital"
<https://spec.edmcouncil.org/fibo/BE/vocabulary#hasIssuedCapital>	<http://www.w3.org/2004/02/skos/core#altLabel>	"has subscribed share capital"
<https://spec.edmcouncil.org/fibo/BE/vocabulary#hasIssuedCapital>	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/BE/AboutBE/BESpecification>
<https://spec.edmcouncil.org/fibo/BE/vocabulary#hasIssuedCapital>	<http://www.w3.org/2000/01/rdf-schema#subPropertyOf>	<http://www.w3.org/2004/02/skos/core#related>
<https://spec.edmcouncil.org/fibo/BE/vocabulary#hasIssuedCapital>	<http://www.w3.org/2000/01/rdf-schema#label>	"has issued capital"
<https://spec.edmcouncil.org/fibo/BE/vocabulary#hasIssuedCapital>	<http://www.w3.org/2000/01/rdf-schema#isDefinedBy>	<https://spec.edmcouncil.org/fibo/ontology/BE/Corporations/Corporations/hasIssuedCapital>
<https://spec.edmcouncil.org/fibo/BE/vocabulary#hasIssuedCapital>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<http://www.w3.org/2002/07/owl#ObjectProperty>
<https://spec.edmcouncil.org/fibo/BE/vocabulary#hasDelegatedControlOfItself>	<http://www.w3.org/2004/02/skos/core#definition>	"indicates a legal person that has delegated some authority or control to this party, and as a result this party therefore has control over itself"
<https://spec.edmcouncil.org/fibo/BE/vocabulary#hasDelegatedControlOfItself>	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/BE/AboutBE/BESpecification>
<https://spec.edmcouncil.org/fibo/BE/vocabulary#hasDelegatedControlOfItself>	<http://www.w3.org/2000/01/rdf-schema#subPropertyOf>	<http://www.w3.org/2004/02/skos/core#related>
<https://spec.edmcouncil.org/fibo/BE/vocabulary#hasDelegatedControlOfItself>	<http://www.w3.org/2000/01/rdf-schema#isDefinedBy>	<https://spec.edmcouncil.org/fibo/ontology/BE/OwnershipAndControl/Executives/hasDelegatedControlOfItself>
<https://spec.edmcouncil.org/fibo/BE/vocabulary#hasDelegatedControlOfItself>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<http://www.w3.org/2002/07/owl#ObjectProperty>
<https://spec.edmcouncil.org/fibo/BE/vocabulary#holdsMajorityControllingVotingRightsIn>	<http://www.w3.org/2004/02/skos/core#definition>	"relates a legal person to a company in which the party holds fifty percent or more of the controlling voting rights"
<https://spec.edmcouncil.org/fibo/BE/vocabulary#holdsMajorityControllingVotingRightsIn>	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/BE/AboutBE/BESpecification>
<https://spec.edmcouncil.org/fibo/BE/vocabulary#holdsMajorityControllingVotingRightsIn>	<http://www.w3.org/2000/01/rdf-schema#subPropertyOf>	<http://www.w3.org/2004/02/skos/core#related>
<https://spec.edmcouncil.org/fibo/BE/vocabulary#holdsMajorityControllingVotingRightsIn>	<http://www.w3.org/2000/01/rdf-schema#isDefinedBy>	<https://spec.edmcouncil.org/fibo/ontology/BE/OwnershipAndControl/CorporateControl/holdsMajorityControllingVotingRightsIn>
<https://spec.edmcouncil.org/fibo/BE/vocabulary#holdsMajorityControllingVotingRightsIn>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<http://www.w3.org/2002/07/owl#ObjectProperty>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#isExemplifiedBy>	<http://www.w3.org/2004/02/skos/core#definition>	"identifies examples of a given concept"
<https://spec.edmcouncil.org/fibo/FND/vocabulary#isExemplifiedBy>	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/FND/AboutFND/FNDSpecification>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#isExemplifiedBy>	<http://www.w3.org/2000/01/rdf-schema#subPropertyOf>	<http://www.w3.org/2004/02/skos/core#related>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#isExemplifiedBy>	<http://www.w3.org/2000/01/rdf-schema#isDefinedBy>	<https://spec.edmcouncil.org/fibo/ontology/FND/DatesAndTimes/Occurrences/isExemplifiedBy>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#isExemplifiedBy>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<http://www.w3.org/2002/07/owl#ObjectProperty>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#isIssuedBy>	<https://spec.edmcouncil.org/fibo/ontology/FND/Utilities/AnnotationVocabulary/adaptedFrom>	"http://www.thefreedictionary.com/issue"
<https://spec.edmcouncil.org/fibo/FND/vocabulary#isIssuedBy>	<http://www.w3.org/2004/02/skos/core#definition>	"indicates a functional entity or party responsible for circulating, distributing, or publishing something"
<https://spec.edmcouncil.org/fibo/FND/vocabulary#isIssuedBy>	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/FND/AboutFND/FNDSpecification>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#isIssuedBy>	<http://www.w3.org/2000/01/rdf-schema#subPropertyOf>	<http://www.w3.org/2004/02/skos/core#related>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#isIssuedBy>	<http://www.w3.org/2000/01/rdf-schema#label>	"is issued by"
<https://spec.edmcouncil.org/fibo/FND/vocabulary#isIssuedBy>	<http://www.w3.org/2000/01/rdf-schema#isDefinedBy>	<https://spec.edmcouncil.org/fibo/ontology/FND/Relations/Relations/isIssuedBy>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#isIssuedBy>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<http://www.w3.org/2002/07/owl#ObjectProperty>
<https://spec.edmcouncil.org/fibo/IND/vocabulary#hasIndicatorValue>	<http://www.w3.org/2004/02/skos/core#definition>	"specifies quantity value for a given indicator"
<https://spec.edmcouncil.org/fibo/IND/vocabulary#hasIndicatorValue>	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/IND/AboutIND/INDSpecification>
<https://spec.edmcouncil.org/fibo/IND/vocabulary#hasIndicatorValue>	<http://www.w3.org/2000/01/rdf-schema#subPropertyOf>	<http://www.w3.org/2004/02/skos/core#related>
<https://spec.edmcouncil.org/fibo/IND/vocabulary#hasIndicatorValue>	<http://www.w3.org/2000/01/rdf-schema#label>	"has indicator value"
