?concept	?object	?predicat	1
jpy mutancall tonar	<http://www.w3.org/2004/02/skos/core#Concept>	rel:type	1
convention	"Barron's Dictionary of Business and Economics Terms, Fifth Edition, 2012"	<https://spec.edmcouncil.org/fibo/ontology/FND/Utilities/AnnotationVocabulary/adaptedFrom>	1
convention	"https://en.oxforddictionaries.com/definition/convention"	<https://spec.edmcouncil.org/fibo/ontology/FND/Utilities/AnnotationVocabulary/adaptedFrom>	1
convention	"a widely accepted or established way of doing 'something' within some community of practice"	rel:definition	1
convention	<https://spec.edmcouncil.org/fibo/FND/AboutFND/FNDSpecification>	<http://purl.org/dc/terms/isPartOf>	1
convention	<https://spec.edmcouncil.org/fibo/ontology/FND/DatesAndTimes/BusinessDates/Convention>	rel:isDefinedBy	1
convention	<http://www.w3.org/2004/02/skos/core#Concept>	rel:type	1
thb semi annual swap rate bgcantor	"Per 2006 ISDA Definitions or Annex to the 2000 ISDA Definitions, Section 7.1 Rate Options, as amended and supplemented through the date on which parties enter into the relevant transaction."	<https://spec.edmcouncil.org/fibo/ontology/FND/Utilities/AnnotationVocabulary/explanatoryNote>	1
thb semi annual swap rate bgcantor	"http://www.fpml.org/coding-scheme/floating-rate-index-2-20.xml"	<https://spec.edmcouncil.org/fibo/ontology/FND/Utilities/AnnotationVocabulary/adaptedFrom>	1
thb semi annual swap rate bgcantor	"individual representing the FpML floating interest index for the THB-Semi-Annual Swap Rate-11:00-BGCANTOR"	rel:definition	1
thb semi annual swap rate bgcantor	<https://spec.edmcouncil.org/fibo/IND/AboutIND/INDSpecification>	<http://purl.org/dc/terms/isPartOf>	1
thb semi annual swap rate bgcantor	<https://spec.edmcouncil.org/fibo/ontology/IND/InterestRates/CommonInterestRates/THB-Semi-Annual_Swap_Rate-11_00-BGCANTOR>	rel:isDefinedBy	1
thb semi annual swap rate bgcantor	<http://www.w3.org/2004/02/skos/core#Concept>	rel:type	1
measure	"http://www.merriam-webster.com/dictionary/measure"	<https://spec.edmcouncil.org/fibo/ontology/FND/Utilities/AnnotationVocabulary/adaptedFrom>	1
measure	"an amount or degree of something; the dimensions, capacity, or amount of something ascertained by measuring"	rel:definition	1
measure	<https://spec.edmcouncil.org/fibo/FND/AboutFND/FNDSpecification>	<http://purl.org/dc/terms/isPartOf>	1
measure	<https://spec.edmcouncil.org/fibo/ontology/FND/Utilities/Analytics/Measure>	rel:isDefinedBy	1
measure	<http://www.w3.org/2004/02/skos/core#Concept>	rel:type	1
establishment employment	<https://spec.edmcouncil.org/fibo/ontology/IND/EconomicIndicators/EconomicIndicators/EstablishmentEmployment>	rel:isDefinedBy	1
establishment employment	total	rel:hasIndicatorValue	1
establishment employment	"payroll employment"	rel:altLabel	1
establishment employment	<https://spec.edmcouncil.org/fibo/IND/AboutIND/INDSpecification>	<http://purl.org/dc/terms/isPartOf>	1
establishment employment	"the total number of persons who work in or for the establishment including working proprietors, active business partners and unpaid family workers, as well as persons working outside the establishment when paid by and under the control of the establishment, for example, sales representatives, outside service engineers and repair and maintenance personnel"	rel:definition	1
establishment employment	"Also included are salaried managers and salaried directors of incorporated enterprises. The total should include part-time workers and seasonal workers on the payroll, persons on short-term leave (sick leave, maternity leave, annual leave or vacation) and on strike, but not persons on indefinite leave, military leave or pension. \n\nExcluded are directors of incorporated enterprises and members of shareholders committees who are paid solely for their attendance at meetings, labour made available to the establishment by other units and charged for, such as contract workers paid through contractors, persons carrying out repair and maintenance work in the establishment on behalf of other units and all homeworkers."	<https://spec.edmcouncil.org/fibo/ontology/FND/Utilities/AnnotationVocabulary/explanatoryNote>	1
establishment employment	"http://stats.oecd.org/glossary/detail.asp?ID=780"	<https://spec.edmcouncil.org/fibo/ontology/FND/Utilities/AnnotationVocabulary/adaptedFrom>	1
establishment employment	establishment population	rel:appliesTo	1
establishment employment	<http://www.w3.org/2004/02/skos/core#Concept>	rel:type	1
establishment employment	establishment population	rel:hasArgument	1
banking product	"http://www.investopedia.com/terms/r/retailbanking.asp"	<https://spec.edmcouncil.org/fibo/ontology/FND/Utilities/AnnotationVocabulary/adaptedFrom>	1
banking product	depository institution	rel:isProvidedBy	1
banking product	"a product provided to consumers and businesses by a bank or similar depository institution such as a checking account, savings account, certificate of deposit, debit or pre-paid card, or credit card"	rel:definition	1
banking product	<https://spec.edmcouncil.org/fibo/FBC/AboutFBC/FBCSpecification>	<http://purl.org/dc/terms/isPartOf>	1
banking product	<https://spec.edmcouncil.org/fibo/ontology/FBC/FunctionalEntities/FinancialServicesEntities/BankingProduct>	rel:isDefinedBy	1
banking product	<http://www.w3.org/2004/02/skos/core#Concept>	rel:type	1
jpy ltpr mhcb	"Per 2006 ISDA Definitions or Annex to the 2000 ISDA Definitions, Section 7.1 Rate Options, as amended and supplemented through the date on which parties enter into the relevant transaction."	<https://spec.edmcouncil.org/fibo/ontology/FND/Utilities/AnnotationVocabulary/explanatoryNote>	1
jpy ltpr mhcb	"http://www.fpml.org/coding-scheme/floating-rate-index-2-20.xml"	<https://spec.edmcouncil.org/fibo/ontology/FND/Utilities/AnnotationVocabulary/adaptedFrom>	1
jpy ltpr mhcb	"individual representing the FpML floating interest index for the JPY-LTPR-MHCB"	rel:definition	1
jpy ltpr mhcb	<https://spec.edmcouncil.org/fibo/IND/AboutIND/INDSpecification>	<http://purl.org/dc/terms/isPartOf>	1
jpy ltpr mhcb	<https://spec.edmcouncil.org/fibo/ontology/IND/InterestRates/CommonInterestRates/JPY-LTPR-MHCB>	rel:isDefinedBy	1
jpy ltpr mhcb	<http://www.w3.org/2004/02/skos/core#Concept>	rel:type	1
payment schedule	"Barron's Dictionary of Business and Economics Terms, Fifth Edition, 2012"	<https://spec.edmcouncil.org/fibo/ontology/FND/Utilities/AnnotationVocabulary/adaptedFrom>	1
payment schedule	payment event	rel:comprises	1
payment schedule	"schedule for delivery of money in fulfillment of an obligation, such as a coupon payment schedule, loan payment schedule, interest payment schedule"	rel:definition	1
payment schedule	<https://spec.edmcouncil.org/fibo/FND/AboutFND/FNDSpecification>	<http://purl.org/dc/terms/isPartOf>	1
payment schedule	<https://spec.edmcouncil.org/fibo/ontology/FND/ProductsAndServices/PaymentsAndSchedules/PaymentSchedule>	rel:isDefinedBy	1
payment schedule	<http://www.w3.org/2004/02/skos/core#Concept>	rel:type	1
twd taibir	"Per 2006 ISDA Definitions or Annex to the 2000 ISDA Definitions, Section 7.1 Rate Options, as amended and supplemented through the date on which parties enter into the relevant transaction."	<https://spec.edmcouncil.org/fibo/ontology/FND/Utilities/AnnotationVocabulary/explanatoryNote>	1
twd taibir	"http://www.fpml.org/coding-scheme/floating-rate-index-2-20.xml"	<https://spec.edmcouncil.org/fibo/ontology/FND/Utilities/AnnotationVocabulary/adaptedFrom>	1
twd taibir	"individual representing the FpML floating interest index for the TWD-TAIBIR02"	rel:definition	1
twd taibir	<https://spec.edmcouncil.org/fibo/IND/AboutIND/INDSpecification>	<http://purl.org/dc/terms/isPartOf>	1
twd taibir	<https://spec.edmcouncil.org/fibo/ontology/IND/InterestRates/CommonInterestRates/TWD-TAIBIR02>	rel:isDefinedBy	1
twd taibir	<http://www.w3.org/2004/02/skos/core#Concept>	rel:type	1
trading restriction	<https://spec.edmcouncil.org/fibo/SEC/AboutSEC/SECSpecification>	<http://purl.org/dc/terms/isPartOf>	1
trading restriction	<https://spec.edmcouncil.org/fibo/ontology/SEC/Securities/SecuritiesRestrictions/TradingRestriction>	rel:isDefinedBy	1
trading restriction	<http://www.w3.org/2004/02/skos/core#Concept>	rel:type	1
scheduled calculation period start event	"FpML for CalculationPeriod 'A type defining the parameters used in the calculation of a fixed or floating rate calculation period amount. This type forms part of cashflows representation of a swap stream.'"	<https://spec.edmcouncil.org/fibo/ontology/FND/Utilities/AnnotationVocabulary/explanatoryNote>	1
scheduled calculation period start event	"the start of a specific calculation period"	rel:definition	1
scheduled calculation period start event	<https://spec.edmcouncil.org/fibo/SEC/AboutSEC/SECSpecification>	<http://purl.org/dc/terms/isPartOf>	1
scheduled calculation period start event	<https://spec.edmcouncil.org/fibo/ontology/SEC/Securities/ParametricSchedules/ScheduledCalculationPeriodStartEvent>	rel:isDefinedBy	1
scheduled calculation period start event	<http://www.w3.org/2004/02/skos/core#Concept>	rel:type	1
financial instrument	"http://ec.europa.eu/internal_market/accounting/docs/consolidated/ias32_en.pdf"	<https://spec.edmcouncil.org/fibo/ontology/FND/Utilities/AnnotationVocabulary/adaptedFrom>	1
financial instrument	issuer	rel:isIssuedBy	1
financial instrument	currency	rel:hasValueExpressedIn	1
financial instrument	<https://spec.edmcouncil.org/fibo/FBC/AboutFBC/FBCSpecification>	<http://purl.org/dc/terms/isPartOf>	1
financial instrument	securities restriction	rel:hasRestriction	1
financial instrument	"A financial instrument can be thought of as a template that defines an arrangement structure that remains to be fleshed out with terms and parameters in order to establish a specific instance of the contract."	<https://spec.edmcouncil.org/fibo/ontology/FND/Utilities/AnnotationVocabulary/explanatoryNote>	1
financial instrument	<https://spec.edmcouncil.org/fibo/ontology/FBC/FinancialInstruments/FinancialInstruments/FinancialInstrument>	rel:isDefinedBy	1
financial instrument	jurisdiction	rel:isLegallyRecordedIn	1
financial instrument	registration requirement	rel:hasRegistrationRequirement	1
financial instrument	financial instrument classifier	rel:isClassifiedBy	1
financial instrument	contractual restriction	rel:defines	1
financial instrument	"a written contract that gives rise to both a financial asset of one entity and a financial liability or equity instrument of another entity"	rel:definition	1
financial instrument	"Examples of financial instruments include: cash, evidence of an ownership interest in an entity, or a contractual right to receive (or deliver) cash, or another financial instrument."	rel:example	1
financial instrument	"extends the definition of a financial instrument to identify any relevant restrictions or registration requirements"	<https://spec.edmcouncil.org/fibo/ontology/FND/Utilities/AnnotationVocabulary/explanatoryNote>	1
financial instrument	industry sector classifier	rel:isClassifiedBy	1
financial instrument	<http://www.w3.org/2004/02/skos/core#Concept>	rel:type	1
holding	"Note that a holding may refer to a single asset, such as a piece of real estate, a portfolio of assets, multiple portfolios, and so forth, and is frequently aggregated over multiple assets."	<https://spec.edmcouncil.org/fibo/ontology/FND/Utilities/AnnotationVocabulary/explanatoryNote>	1
holding	"Barron's Dictionary of Business and Economics Terms, Fifth Edition, 2012"	<https://spec.edmcouncil.org/fibo/ontology/FND/Utilities/AnnotationVocabulary/adaptedFrom>	1
holding	"http://legal-dictionary.thefreedictionary.com/Holding"	<https://spec.edmcouncil.org/fibo/ontology/FND/Utilities/AnnotationVocabulary/adaptedFrom>	1
holding	asset	rel:hasOwnedThing	1
holding	"real or personal property (assets), including but not limited to financial assets, to which one holds title and of which one has possession"	rel:definition	1
holding	<https://spec.edmcouncil.org/fibo/FBC/AboutFBC/FBCSpecification>	<http://purl.org/dc/terms/isPartOf>	1
holding	<https://spec.edmcouncil.org/fibo/ontology/FBC/ProductsAndServices/FinancialProductsAndServices/Holding>	rel:isDefinedBy	1
holding	<http://www.w3.org/2004/02/skos/core#Concept>	rel:type	1
call event	"an event associated with the call schedule for a debt instrument"	rel:definition	1
call event	<https://spec.edmcouncil.org/fibo/SEC/AboutSEC/SECSpecification>	<http://purl.org/dc/terms/isPartOf>	1
call event	<https://spec.edmcouncil.org/fibo/ontology/SEC/Debt/DebtInstruments/CallEvent>	rel:isDefinedBy	1
call event	<http://www.w3.org/2004/02/skos/core#Concept>	rel:type	1
entity expiration reason enumeration	"https://www.gleif.org/en/about-lei/common-data-file-format/lei-cdf-format/lei-cdf-format-version-2-1"	<https://spec.edmcouncil.org/fibo/ontology/FND/Utilities/AnnotationVocabulary/adaptedFrom>	1
entity expiration reason enumeration	"an enumerated datatype specifying the reason that a legal entity ceased to exist and/or operate as specified in the LEI registry for that entity"	rel:definition	1
entity expiration reason enumeration	<https://spec.edmcouncil.org/fibo/FBC/AboutFBC/FBCSpecification>	<http://purl.org/dc/terms/isPartOf>	1
entity expiration reason enumeration	<https://spec.edmcouncil.org/fibo/ontology/FBC/FunctionalEntities/BusinessRegistries/EntityExpirationReasonEnumeration>	rel:isDefinedBy	1
entity expiration reason enumeration	<http://www.w3.org/2004/02/skos/core#Concept>	rel:type	1
plz wibor reference banks	"Per 2006 ISDA Definitions or Annex to the 2000 ISDA Definitions, Section 7.1 Rate Options, as amended and supplemented through the date on which parties enter into the relevant transaction."	<https://spec.edmcouncil.org/fibo/ontology/FND/Utilities/AnnotationVocabulary/explanatoryNote>	1
plz wibor reference banks	"http://www.fpml.org/coding-scheme/floating-rate-index-2-20.xml"	<https://spec.edmcouncil.org/fibo/ontology/FND/Utilities/AnnotationVocabulary/adaptedFrom>	1
plz wibor reference banks	"individual representing the FpML floating interest index for the PLZ-WIBOR-Reference Banks"	rel:definition	1
plz wibor reference banks	<https://spec.edmcouncil.org/fibo/IND/AboutIND/INDSpecification>	<http://purl.org/dc/terms/isPartOf>	1
plz wibor reference banks	<https://spec.edmcouncil.org/fibo/ontology/IND/InterestRates/CommonInterestRates/PLZ-WIBOR-Reference_Banks>	rel:isDefinedBy	1
plz wibor reference banks	<http://www.w3.org/2004/02/skos/core#Concept>	rel:type	1
institutional investor	"Typically more than 70 percent of the daily trading on the New York Stock Exchange is conducted on behalf of institutional investors."	<https://spec.edmcouncil.org/fibo/ontology/FND/Utilities/AnnotationVocabulary/explanatoryNote>	1
institutional investor	"Barron's Dictionary of Finance and Investment Terms, Ninth Edition, 2014"	<https://spec.edmcouncil.org/fibo/ontology/FND/Utilities/AnnotationVocabulary/adaptedFrom>	1
institutional investor	"Example institutional investors include banks, insurance companies, mutual funds, pension funds, and other similar large funds."	rel:example	1
institutional investor	"an organization that trades large volumes of securities"	rel:definition	1
institutional investor	<https://spec.edmcouncil.org/fibo/SEC/AboutSEC/SECSpecification>	<http://purl.org/dc/terms/isPartOf>	1
institutional investor	<https://spec.edmcouncil.org/fibo/ontology/SEC/Securities/SecuritiesRestrictions/InstitutionalInvestor>	rel:isDefinedBy	1
institutional investor	<http://www.w3.org/2004/02/skos/core#Concept>	rel:type	1
debtor	"http://legal-dictionary.thefreedictionary.com/Debtor+and+Creditor"	<https://spec.edmcouncil.org/fibo/ontology/FND/Utilities/AnnotationVocabulary/adaptedFrom>	1
debtor	legal person	rel:hasIdentity	1
debtor	debt	rel:owes	1
debtor	"a party that owes a debt"	rel:definition	1
debtor	<https://spec.edmcouncil.org/fibo/FBC/AboutFBC/FBCSpecification>	<http://purl.org/dc/terms/isPartOf>	1
debtor	<https://spec.edmcouncil.org/fibo/ontology/FBC/DebtAndEquities/Debt/Debtor>	rel:isDefinedBy	1
debtor	<http://www.w3.org/2004/02/skos/core#Concept>	rel:type	1
us producer price index	"http://www.bls.gov/ppi/"	<https://spec.edmcouncil.org/fibo/ontology/FND/Utilities/AnnotationVocabulary/adaptedFrom>	1
us producer price index	american statistics publisher	rel:hasPublisher	1
us producer price index	"an economic indicator representing a measure of the change over time in the selling prices received by domestic producers for their output"	rel:definition	1
us producer price index	<https://spec.edmcouncil.org/fibo/IND/AboutIND/INDSpecification>	<http://purl.org/dc/terms/isPartOf>	1
us producer price index	<https://spec.edmcouncil.org/fibo/ontology/IND/EconomicIndicators/NorthAmericanIndicators/USEconomicIndicators/USProducerPriceIndex>	rel:isDefinedBy	1
us producer price index	<http://www.w3.org/2004/02/skos/core#Concept>	rel:type	1
arrangement	"an organizing structure for something"	rel:definition	1
arrangement	<https://spec.edmcouncil.org/fibo/FND/AboutFND/FNDSpecification>	<http://purl.org/dc/terms/isPartOf>	1
arrangement	<https://spec.edmcouncil.org/fibo/ontology/FND/Arrangements/Arrangements/Arrangement>	rel:isDefinedBy	1
arrangement	<http://www.w3.org/2004/02/skos/core#Concept>	rel:type	1
pooled fund	amount of money	rel:hasConstituent	1
pooled fund	"An investment club pools the funds of its members, giving them the opportunity to share in a portfolio offering greater diversification and the hope of a better return on their money than they could get individually."	rel:example	1
pooled fund	"a pool of funds that a group of investors combines for common benefit"	rel:definition	1
pooled fund	<https://spec.edmcouncil.org/fibo/SEC/AboutSEC/SECSpecification>	<http://purl.org/dc/terms/isPartOf>	1
pooled fund	<https://spec.edmcouncil.org/fibo/ontology/SEC/Securities/Pools/PooledFund>	rel:isDefinedBy	1
pooled fund	<http://www.w3.org/2004/02/skos/core#Concept>	rel:type	1
research statistics supervision discount identifier	"https://cdr.ffiec.gov/CDR/Public/CDRHelp/FAQs1205.htm#FAQ16"	<https://spec.edmcouncil.org/fibo/ontology/FND/Utilities/AnnotationVocabulary/adaptedFrom>	1
research statistics supervision discount identifier	financial service provider	rel:identifies	1
research statistics supervision discount identifier	"a unique identifier assigned by the Federal Reserve to financial institutions"	rel:definition	1
research statistics supervision discount identifier	<https://spec.edmcouncil.org/fibo/FBC/AboutFBC/FBCSpecification>	<http://purl.org/dc/terms/isPartOf>	1
research statistics supervision discount identifier	<https://spec.edmcouncil.org/fibo/ontology/FBC/FunctionalEntities/NorthAmericanEntities/USRegulatoryAgencies/ResearchStatisticsSupervisionDiscountIdentifier>	rel:isDefinedBy	1
research statistics supervision discount identifier	<http://www.w3.org/2004/02/skos/core#Concept>	rel:type	1
idr sor reference banks	"Per 2006 ISDA Definitions or Annex to the 2000 ISDA Definitions, Section 7.1 Rate Options, as amended and supplemented through the date on which parties enter into the relevant transaction."	<https://spec.edmcouncil.org/fibo/ontology/FND/Utilities/AnnotationVocabulary/explanatoryNote>	1
idr sor reference banks	"http://www.fpml.org/coding-scheme/floating-rate-index-2-20.xml"	<https://spec.edmcouncil.org/fibo/ontology/FND/Utilities/AnnotationVocabulary/adaptedFrom>	1
idr sor reference banks	"individual representing the FpML floating interest index for the IDR-SOR-Reference Banks"	rel:definition	1
idr sor reference banks	<https://spec.edmcouncil.org/fibo/IND/AboutIND/INDSpecification>	<http://purl.org/dc/terms/isPartOf>	1
idr sor reference banks	<https://spec.edmcouncil.org/fibo/ontology/IND/InterestRates/CommonInterestRates/IDR-SOR-Reference_Banks>	rel:isDefinedBy	1
idr sor reference banks	<http://www.w3.org/2004/02/skos/core#Concept>	rel:type	1
basket of indices constituent	"This is a published index, defined as a part of the basket. Further notes: Not to be confused with the constituent of an index of securities."	<https://spec.edmcouncil.org/fibo/ontology/FND/Utilities/AnnotationVocabulary/explanatoryNote>	1
basket of indices constituent	"a single constituent of a basket of indices"	rel:definition	1
basket of indices constituent	<https://spec.edmcouncil.org/fibo/SEC/AboutSEC/SECSpecification>	<http://purl.org/dc/terms/isPartOf>	1
basket of indices constituent	<https://spec.edmcouncil.org/fibo/ontology/SEC/Securities/Baskets/BasketOfIndicesConstituent>	rel:isDefinedBy	1
basket of indices constituent	<http://www.w3.org/2004/02/skos/core#Concept>	rel:type	1
trade identifier	trade	rel:identifies	1
trade identifier	"an identifier for a trade"	rel:definition	1
trade identifier	<https://spec.edmcouncil.org/fibo/FBC/AboutFBC/FBCSpecification>	<http://purl.org/dc/terms/isPartOf>	1
trade identifier	<https://spec.edmcouncil.org/fibo/ontology/FBC/ProductsAndServices/FinancialProductsAndServices/TradeIdentifier>	rel:isDefinedBy	1
trade identifier	<http://www.w3.org/2004/02/skos/core#Concept>	rel:type	1
limited controlling party	"The degree to which the party has control of (is able to direct the activities of) the organization in question is defined as a percentage value where one hundred percent would equate to control without the involvement of others. The percentage of control is a calculated, determined or asserted value, and not necessarily a percentage of some controlling interest, though in the absence of other factors the determination of percentage of control would equate to the percentage of controlling interest e.g. voting shares held."	rel:editorialNote	1
limited controlling party	"Some individual entity which is able to direct the affairs of some business organization to a specific degree."	rel:definition	1
limited controlling party	<https://spec.edmcouncil.org/fibo/BE/AboutBE/BESpecification>	<http://purl.org/dc/terms/isPartOf>	1
limited controlling party	<https://spec.edmcouncil.org/fibo/ontology/BE/OwnershipAndControl/ControlParties/LimitedControllingParty>	rel:isDefinedBy	1
limited controlling party	<http://www.w3.org/2004/02/skos/core#Concept>	rel:type	1
business license	"Barron's Dictionary of Business and Economics Terms, Fifth Edition, 2012"	<https://spec.edmcouncil.org/fibo/ontology/FND/Utilities/AnnotationVocabulary/adaptedFrom>	1
business license	date period	rel:holdsDuring	1
business license	business entity	rel:appliesTo	1
business license	jurisdiction	rel:isRecognizedIn	1
business license	"a license that allows the holder to conduct business or carry out a specific profession within some jurisdiction for some period of time"	rel:definition	1
business license	<https://spec.edmcouncil.org/fibo/BE/AboutBE/BESpecification>	<http://purl.org/dc/terms/isPartOf>	1
business license	<https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/LegalPersons/BusinessLicense>	rel:isDefinedBy	1
business license	<http://www.w3.org/2004/02/skos/core#Concept>	rel:type	1
sek stibor side	"Per 2006 ISDA Definitions or Annex to the 2000 ISDA Definitions, Section 7.1 Rate Options, as amended and supplemented through the date on which parties enter into the relevant transaction."	<https://spec.edmcouncil.org/fibo/ontology/FND/Utilities/AnnotationVocabulary/explanatoryNote>	1
sek stibor side	"http://www.fpml.org/coding-scheme/floating-rate-index-2-20.xml"	<https://spec.edmcouncil.org/fibo/ontology/FND/Utilities/AnnotationVocabulary/adaptedFrom>	1
sek stibor side	"individual representing the FpML floating interest index for the SEK-STIBOR-SIDE"	rel:definition	1
sek stibor side	<https://spec.edmcouncil.org/fibo/IND/AboutIND/INDSpecification>	<http://purl.org/dc/terms/isPartOf>	1
sek stibor side	<https://spec.edmcouncil.org/fibo/ontology/IND/InterestRates/CommonInterestRates/SEK-STIBOR-SIDE>	rel:isDefinedBy	1
sek stibor side	<http://www.w3.org/2004/02/skos/core#Concept>	rel:type	1
twd twcpba	"Per 2006 ISDA Definitions or Annex to the 2000 ISDA Definitions, Section 7.1 Rate Options, as amended and supplemented through the date on which parties enter into the relevant transaction."	<https://spec.edmcouncil.org/fibo/ontology/FND/Utilities/AnnotationVocabulary/explanatoryNote>	1
twd twcpba	"http://www.fpml.org/coding-scheme/floating-rate-index-2-20.xml"	<https://spec.edmcouncil.org/fibo/ontology/FND/Utilities/AnnotationVocabulary/adaptedFrom>	1
twd twcpba	"individual representing the FpML floating interest index for the TWD-TWCPBA"	rel:definition	1
twd twcpba	<https://spec.edmcouncil.org/fibo/IND/AboutIND/INDSpecification>	<http://purl.org/dc/terms/isPartOf>	1
twd twcpba	<https://spec.edmcouncil.org/fibo/ontology/IND/InterestRates/CommonInterestRates/TWD-TWCPBA>	rel:isDefinedBy	1
twd twcpba	<http://www.w3.org/2004/02/skos/core#Concept>	rel:type	1
day type selection	"a datatype used to characterize a duration as a number of days between two"	rel:definition	1
day type selection	<https://spec.edmcouncil.org/fibo/SEC/AboutSEC/SECSpecification>	<http://purl.org/dc/terms/isPartOf>	1
day type selection	<https://spec.edmcouncil.org/fibo/ontology/SEC/Securities/ParametricSchedules/DayTypeSelection>	rel:isDefinedBy	1
day type selection	<http://www.w3.org/2004/02/skos/core#Concept>	rel:type	1
chief financial officer	"http://www.businessdictionary.com/definition/chief-financial-officer-CFO.html"	<https://spec.edmcouncil.org/fibo/ontology/FND/Utilities/AnnotationVocabulary/definitionOrigin>	1
chief financial officer	"Senior-most executive responsible for financial control and planning of a firm or project. He or she is in charge of all accounting functions including (1) credit control, (2) preparing budgets and financial statements, (3) coordinating financing and fund raising, (4) monitoring expenditure and liquidity, (5) managing investment and taxation issues, (6) reporting financial performance to the board, and (7) providing timely financial data to the CEO. Also called chief finance officer, comptroller, controller, or finance controller."	rel:definition	1
chief financial officer	<https://spec.edmcouncil.org/fibo/BE/AboutBE/BESpecification>	<http://purl.org/dc/terms/isPartOf>	1
chief financial officer	<https://spec.edmcouncil.org/fibo/ontology/BE/OwnershipAndControl/Executives/ChiefFinancialOfficer>	rel:isDefinedBy	1
chief financial officer	<http://www.w3.org/2004/02/skos/core#Concept>	rel:type	1
php phiref bloomberg	"Per 2006 ISDA Definitions or Annex to the 2000 ISDA Definitions, Section 7.1 Rate Options, as amended and supplemented through the date on which parties enter into the relevant transaction."	<https://spec.edmcouncil.org/fibo/ontology/FND/Utilities/AnnotationVocabulary/explanatoryNote>	1
php phiref bloomberg	"http://www.fpml.org/coding-scheme/floating-rate-index-2-20.xml"	<https://spec.edmcouncil.org/fibo/ontology/FND/Utilities/AnnotationVocabulary/adaptedFrom>	1
php phiref bloomberg	"individual representing the FpML floating interest index for the PHP-PHIREF-Bloomberg"	rel:definition	1
php phiref bloomberg	<https://spec.edmcouncil.org/fibo/IND/AboutIND/INDSpecification>	<http://purl.org/dc/terms/isPartOf>	1
php phiref bloomberg	<https://spec.edmcouncil.org/fibo/ontology/IND/InterestRates/CommonInterestRates/PHP-PHIREF-Bloomberg>	rel:isDefinedBy	1
php phiref bloomberg	<http://www.w3.org/2004/02/skos/core#Concept>	rel:type	1
cad ba telerate	"Per 2006 ISDA Definitions or Annex to the 2000 ISDA Definitions, Section 7.1 Rate Options, as amended and supplemented through the date on which parties enter into the relevant transaction."	<https://spec.edmcouncil.org/fibo/ontology/FND/Utilities/AnnotationVocabulary/explanatoryNote>	1
cad ba telerate	"http://www.fpml.org/coding-scheme/floating-rate-index-2-20.xml"	<https://spec.edmcouncil.org/fibo/ontology/FND/Utilities/AnnotationVocabulary/adaptedFrom>	1
cad ba telerate	"individual representing the FpML floating interest index for the CAD-BA-Telerate"	rel:definition	1
cad ba telerate	<https://spec.edmcouncil.org/fibo/IND/AboutIND/INDSpecification>	<http://purl.org/dc/terms/isPartOf>	1
cad ba telerate	<https://spec.edmcouncil.org/fibo/ontology/IND/InterestRates/CommonInterestRates/CAD-BA-Telerate>	rel:isDefinedBy	1
cad ba telerate	<http://www.w3.org/2004/02/skos/core#Concept>	rel:type	1
notional financial marketplace	"These may still have properties such as holiday calendars, e.g. the London Interbank Market in USD has New York dates fo negotiation but pricing can changes whenever London is open."	rel:editorialNote	1
notional financial marketplace	"a place which is identified as a financial market but which is not a physical place such as a country or region. This may be a conceptual place such as the Eurobond market or the Global market."	rel:definition	1
notional financial marketplace	<https://spec.edmcouncil.org/fibo/SEC/AboutSEC/SECSpecification>	<http://purl.org/dc/terms/isPartOf>	1
notional financial marketplace	<https://spec.edmcouncil.org/fibo/ontology/SEC/Securities/SecuritiesListings/NotionalFinancialMarketplace>	rel:isDefinedBy	1
notional financial marketplace	<http://www.w3.org/2004/02/skos/core#Concept>	rel:type	1
postal address	"a physical address where postal communications can be addressed, for any kind of organization or person"	rel:definition	1
postal address	<https://spec.edmcouncil.org/fibo/FND/AboutFND/FNDSpecification>	<http://purl.org/dc/terms/isPartOf>	1
postal address	<https://spec.edmcouncil.org/fibo/ontology/FND/Places/Addresses/PostalAddress>	rel:isDefinedBy	1
postal address	<http://www.w3.org/2004/02/skos/core#Concept>	rel:type	1
cop ibr ois compound	"Per 2006 ISDA Definitions or Annex to the 2000 ISDA Definitions, Section 7.1 Rate Options, as amended and supplemented through the date on which parties enter into the relevant transaction."	<https://spec.edmcouncil.org/fibo/ontology/FND/Utilities/AnnotationVocabulary/explanatoryNote>	1
cop ibr ois compound	"http://www.fpml.org/coding-scheme/floating-rate-index-2-20.xml"	<https://spec.edmcouncil.org/fibo/ontology/FND/Utilities/AnnotationVocabulary/adaptedFrom>	1
cop ibr ois compound	"individual representing the FpML floating interest index for the COP-IBR-OIS-COMPOUND"	rel:definition	1
cop ibr ois compound	<https://spec.edmcouncil.org/fibo/IND/AboutIND/INDSpecification>	<http://purl.org/dc/terms/isPartOf>	1
cop ibr ois compound	<https://spec.edmcouncil.org/fibo/ontology/IND/InterestRates/CommonInterestRates/COP-IBR-OIS-COMPOUND>	rel:isDefinedBy	1
cop ibr ois compound	<http://www.w3.org/2004/02/skos/core#Concept>	rel:type	1
consumer finance company	"Barron's Dictionary of Finance and Investment Terms, Ninth Edition, 2014"	<https://spec.edmcouncil.org/fibo/ontology/FND/Utilities/AnnotationVocabulary/adaptedFrom>	1
consumer finance company	"a finance company that lends to individuals under the small loans laws of the jurisdiction in which they operate"	rel:definition	1
